OMoD,Companies,Cantons,Zip_codes,Cities,Streets,Group,latitude,longitude
563500245,Astrocast SA,VD,1024,Ecublens,Chemin de la Det d'Oche 1b,Remettantes,46.5175725,6.5601893
563500225,L.E.S.S. SA,VD,1024,Ecublens,Chemin de la Dent d'Oche 1A,Remettantes,46.5179315,6.5602394
563500216,Abionic SA,VD,1015,Lausanne,Lausanne,Remettantes,46.5195985,6.5684919
563500197,Nestlé Institute of Health Sciences SA,VD,1015,Lausanne,"EPFL Innovation Park, Bâtiment H",Remettantes,46.5170072,6.5618186
563500188,Symetis SA,VD,1024,Ecublens,Ch. de la Venoge 11,Remettantes,46.5189771,6.5501368
563500172,GB Microfab SA,VD,1024,Ecublens,Ch. du Croset 9,Remettantes,46.5342181,6.5638479
563500169,Pierhor SA,VD,1024,Ecublens,Ch. du Croset 9B,Remettantes,46.534834,6.5638751
563500137,Districhimie  SA,VD,1024,Ecublens VD,Ch Prévenoge,Remettantes,46.5342872,6.5536562
563500097,Actoform SA,VD,1024,Ecublens VD,Ch de Préverenges,Remettantes,46.5183659,6.5270716
563500025,Thermo Fisher Scientific (Ecublens) Sàrl,VD,1024,Ecublens VD,Ch. de Verney 2,Remettantes,46.5173984,6.5500936
563500023,Socorex Isba S.A.,VD,1024,Ecublens VD,Ch de Champ-Colomb 7,Remettantes,46.538766,6.5721598
563500011,EPFL,VD,1015,Lausanne,Station 19,Remettantes,46.5195985,6.5684919
563500001,Thévenaz-Leduc S.A.,VD,1024,Ecublens VD,Chemin de la Motte 5,Remettantes,46.5391932,6.5593529
563400025,Atelier Copra Sàrl,VD,1113,St-Saphorin-Sur-Morges,Ch. du Bandaux,Remettantes,46.5528077,6.4918148
563300062,Goutte Récupération S.A.,VD,1026,Echandens,Route d'Yverdon 20,Remettantes,46.5358066,6.5499859
563300035,Implenia Construction SA,VD,1026,Echandens,Rte de la Venoge 10,Remettantes,46.538828,6.5496066
563200059,Antoine Blanc,VD,1026,Denges,Route de la Gare 9,Remettantes,46.5266267,6.5413436
563200043,Birbaum et Fils,VD,1026,Denges,Route de Préverenges 10,Remettantes,46.5247808,6.5351869
562700017,Pressing Plus-Net,VD,1022,Chavannes-près-Renens,Rte de la Maladière 4,Remettantes,46.5280071,6.5687994
562400284,Sillikal Suisse SA,VD,1030,Bussigny,Chemin de Cudrex 15,Remettantes,46.5425143,6.5575261
562400163,Les Pressing Nathalie,VD,1030,Bussigny-près-Lausanne,Rue de l'Industrie 2,Remettantes,46.5482284,6.5534916
562400029,Commune Bussigny-Pres-Lausanne,VD,1030,Bussigny-près-Lausanne,Pl de l'Hotel de Ville 1,Remettantes,46.5500497,6.5514965
562400021,CIE Centre d'impression Lausanne SA,VD,1030,Bussigny-près-Lausanne,Ch de la Mochettaz 8,Remettantes,46.5484326,6.5478885
562200016,Euromaster,VD,1121,Bremblens,ZI Moulin du Choc,Remettantes,46.5627472,6.5233164
562100050,Coop,VD,1123,Aclens,Route de la Plaine,Remettantes,46.5685742,6.5226117
561100059,Dimensions Paysage SA,VD,1073,Savigny,Route de la Goille 1,Remettantes,46.5424426,6.7165192
560700017,Cgc Construction Genie Civil SA,VD,1070,Puidoux,Rte du Village,Remettantes,46.5004269,6.7775683
560700003,Resonetics SA,VD,1070,Puidoux,Rte de Chardonne,Remettantes,46.489931,6.7720364
560600102,Eauservice Lausanne,VD,1095,Lutry,Route de Lavaux 295,Remettantes,46.500818,6.6933686
559200645,Etablissement cantonal d'assurance contre l'incendie ECA,VD,1032,Romanel-sur-Lausanne,Route d'Echallens 30,Remettantes,46.5682473,6.6051372
559200049,Dietlin SA,VD,1032,Romanel-sur-Lausanne,Ch Praz-Devant 6,Remettantes,46.5700222,6.6023979
559100435,Nanogence SA,VD,1020,Renens VD,Rue de Lausanne 64,Remettantes,46.5321181,6.592274
559100426,Bloom Biorenewables SA,VD,1020,Renens VD,Rue de Lausanne 64,Remettantes,46.5321181,6.592274
559100328,Ecole cantonale d'art de Lausanne ECAL,VD,1020,Renens,Av. du Temple 5,Remettantes,46.536687,6.5884472
559100305,Instrumat SA,VD,1020,Renens,Ch. de la Rueyre 116-118,Remettantes,46.5451348,6.5888889
559100191,Transports Publics de La,VD,1020,Renens VD,Ch du Closel 13-15,Remettantes,46.5298051,6.5956854
559100075,Grobety & Sydler SA,VD,1020,Renens VD,Av de Longemalle 15,Remettantes,46.5267908,6.5940847
559100072,Trimos SA,VD,1020,Renens VD,Av Longemalle 5,Remettantes,46.528031,6.592101
559100068,Liaudet Pial SA,VD,1020,Renens VD,Chemin du Chêne 21,Remettantes,46.5276431,6.593993
559100003,Tesa SA,VD,1020,Renens VD,Rue du Bugnon 38,Remettantes,46.5379801,6.5971059
559000167,Cibesmed Sàrl,VD,1024,Ecublens,Chemin du Croset 9b,Remettantes,46.534834,6.5638751
559000118,Eca Etablissement Cantonal,VD,1009,Pully,Av Général Guisan 56,Remettantes,46.5071441,6.6471039
559000027,Hägler Chantier Nautique SA L'Abordage,VD,1009,Pully,Route du Port 2,Remettantes,46.505675,6.6600576
558900022,Pressing 2000,VD,1008,Prilly,Rte des Flumeaux 1,Remettantes,46.5341248,6.60527
558800032,Ecosec Pressing,VD,1094,Paudex,Route du Simplon 12,Remettantes,46.5066827,6.6724441
558700234,EVAM - Etablissement vaudois d'accueil des migrants,VD,1052,Le Mont-sur-Lausanne,Ch. de Maillefer 36,Remettantes,46.5428814,6.628211
558700194,leBird Sàrl,VD,1052,Le Mont-sur-Lausanne,Chemin du Rionzi 61,Remettantes,46.5419175,6.6314528
558700058,Mh Decors SA,VD,1052,Le Mont-sur-Lausanne,En Budron E1,Remettantes,46.5737411,6.6325634
558603044,Modern-Path,VD,1007,Lausanne,Avenue de Rhodanie 48,Remettantes,46.5142906,6.6120635
558603040,AMS OSRAM,VD,1015,Lausanne,Bâtiment EPFL Innovation Park Bâtiment j,Remettantes,46.5170072,6.5618186
558603036,"CHUV - Direction des constructions, ingénierie, technique et sécurité",VD,1011,Lausanne,Rue du Bugnon 21,Remettantes,46.5246277,6.6396051
558603018, Pressing de la Gare,VD,1007,Lausanne,Avenue de la Gare 34,Remettantes,46.517352,6.6321806
558602940,Laboratoire Golaz  Galenicare SA,VD,1002,Lausanne,Place St-François 10,Remettantes,46.5199102,6.6339074
558602715,SWISSTO12 SA,VD,1015,Lausanne,Route J-d- Colladon,Remettantes,46.5181031,6.5632116
558602696,Lunaphore Technologies,VD,1015,Lausanne,Lausanne,Remettantes,46.5195985,6.5684919
558602621,AC IMMUNE SA,VD,1015,Lausanne,Parc Scientifique EPFL,Remettantes,46.5189865,6.5676007
558602425,Pressing Dry Wash,VD,1006,Lausanne,rue d'Ouchy 34,Remettantes,46.512109,6.6293297
558602366,Blanchisserie de la Harpe,VD,1007,Lausanne,Av. de la Harpe 12,Remettantes,46.5126668,6.6254804
558602120,Gymnase de Beaulieu,VD,1004,LAUSANNE,Rue du Maupas 50,Remettantes,46.5272151,6.623144
558601480,Pressing Caritas-Vaud,VD,1004,Lausanne,Av. de Sévelin 15,Remettantes,46.5239363,6.6147711
558601222,Moto-Loisirs SA,VD,1006,Lausanne,Av. William-Fraisse 8,Remettantes,46.5160367,6.625457
558600955,Debiopharm International SA ,VD,1002,Lausanne,Chemin Messidor 5-7,Remettantes,46.5150188,6.6411503
558600840,Pressing de la Harpe,VD,1000,Lausanne,Av de la Harpe 17,Remettantes,46.5124173,6.6259425
558600602,Eben-Hezer Lausanne,VD,1000,Lausanne,Ch de Rovéréaz 25,Remettantes,46.5302296,6.6564228
558600561,Pressing Arc-en-Ciel,VD,1018,Lausanne,Ch de la Motte 1,Remettantes,46.5332126,6.6338129
558600545,Hotel Beau-Rivage-Palace SA,VD,1000,Lausanne,Pl du Port 17-19,Remettantes,46.5080379,6.62988
558600534,Lavasec de Cour,VD,1007,Lausanne,Av de Cour 10,Remettantes,46.5125063,6.6247533
558600484,Nestec SA,VD,1000,Lausanne 26,Vers-chez-les-Blanc,Remettantes,46.5546082,6.6943406
558600387,Unilabs,VD,1003,Lausanne,Rue de la Vigie 5,Remettantes,46.5217952,6.6247949
558600280,Institut Galli-Valerio,VD,1005,Lausanne,Rue César-Roux 37,Remettantes,46.5231057,6.6385905
558600259,Direction générale des immeubles et du patrimoine,VD,1014,Lausanne,Pl. de la Riponne 10,Remettantes,46.5241401,6.6330426
558600181,COMPAGNIE GENERALE DE NAVIGATION,VD,1007,LAUSANNE,AV. DE RHODANIE 17,Remettantes,46.5092018,6.6183118
558600156,Tinguely service de voirie S.A.,VD,1007,Lausanne,Ch de la Colline 12,Remettantes,46.5221014,6.6110754
558600054,Unimed SA,VD,1007,Lausanne,Rue du Grand Pre 10,Remettantes,46.5259409,6.6060432
558600005,Centre Hospitalier Universitaire Vaudois,VD,1011,Lausanne,Mont-Paisible 18,Remettantes,46.5258296,6.6442166
558400111,Vaccine Formulation Institute,VD,1066,Epalinges,Route de la Corniche 5a,Remettantes,46.5419023,6.6619047
558400109,Haya Therapeutics SA,VD,1066,Epalinges,route de la Corniche 6,Remettantes,46.5420094,6.6603196
558400097,Ichnos Sciences SA,VD,1066,Epalinges,Route de la Corniche 5a,Remettantes,46.5419023,6.6619047
558400094,Startlab Biôpole SA,VD,1066,Epalinges,Route de la Corniche 5,Remettantes,46.5419023,6.6619047
558400078,Unilabs Laboratoire Cypa,VD,1066,Epalinges,Route de la Corniche 9b,Remettantes,46.5415829,6.6628007
558400012,Direction Générale de l'Environnement (DGE),VD,1066,Epalinges,Ch des Boveresses 155,Remettantes,46.5425313,6.6628597
558300196,Pressing du Leman Centre,VD,1023,Crissier,Ch de Saugy 1,Remettantes,46.5447372,6.5704321
558300185,Wagner & Betontechnik SA,VD,1023,Crissier,Ch de la Colice 7,Remettantes,46.559607,6.5691498
558300131,Roldeco SA,VD,1023,Crissier,Rte Sous-Riette 33-35,Remettantes,46.5537845,6.5740068
558300086,Biokema SA,VD,1023,Crissier,Ch de la Chatanerie 2,Remettantes,46.5549473,6.571294
558300056,Retripa SA,VD,1023,Crissier,Chemin de Mongevon 11,Remettantes,46.5481953,6.5720765
558300016,Matisa Materiel Industriel SA,VD,1023,Crissier,Rue de l'Arc-en-Ciel 2,Remettantes,46.5454134,6.5669185
558200087,Mouvent SA,VD,1033,Cheseaux-sur-Lausanne,Route de Genève 38,Remettantes,46.5779857,6.5895415
558200019,Commune de Cheseaux-Sur-Lausanne,VD,1033,Cheseaux-sur-Lausanne,Rte de Lausanne 2,Remettantes,46.5856125,6.6036753
558200011,Bell Suisse SA ,VD,1033,Cheseaux-sur-Lausanne,"Ch, du Châtelard 5",Remettantes,46.5781231,6.5908476
556800096,De Bethune SA,VD,1454,L'Auberson,Chemin des Grangettes 19,Remettantes,46.8168697,6.4572806
556100018,Le Repuis,VD,1422,Grandson,Ch de Coudrex 1,Remettantes,46.8153616,6.6539207
555300019,Trauffer Coating SA,VD,1424,Champagne,Z.I. En Praz Streetbox 67,Remettantes,46.8271602,6.6651866
555300001,Ln Industries SA,VD,1424,Champagne,rue du Moulin,Remettantes,46.8258702,6.6596687
552100026,Sonderchimie S.A.,VD,1028,Echandens,ch du Vuasset 4,Remettantes,46.5184381,6.5171503
551800120,Pressing du Talent,VD,1040,Echallens,Rue du Midi 2,Remettantes,46.6572979,6.6392887
551800109,Condecta Romandie SA,VD,1040,Echallens,Ch. de la Clopette 30,Remettantes,46.6416418,6.6211971
551600062,CGF Conseils S.A.,VD,1053,Cugy,Cugy,Remettantes,46.5851396,6.6402929
551300055,Univerre Pro Uva SA,VD,1042,Bioley-Orjulaz,Route de Bettens 3,Remettantes,46.6214768,6.5934398
551300052,Menetrey SA,VD,1042,Bioley-Orjulaz,Route de Bettens 3,Remettantes,46.6214768,6.5934398
551300050,"Orllati (VD) SA - Terrassement, démolition et travaux spéciaux",VD,1042,Bioley-Orjulaz,Route de Bettens 13,Remettantes,46.623293,6.5902986
551300012,Orllati Logistique SA,VD,1042,Bioley-Orjulaz,Route de Bettens 13,Remettantes,46.623293,6.5902986
551200022,Meditec SA,VD,1038,Bercher,Chemin de la Thiolaz 6,Remettantes,46.6902156,6.7046383
550300030,Matthey-Petit SA,VD,1302,Vufflens-la-Ville,Route de la Venoge 14,Remettantes,46.5688121,6.5264819
549800003,Brocard SA,VD,1315,La Sarraz,Ch des Prés-Morés,Remettantes,46.6527098,6.5164869
549700001,Etablissements Hospitaliers du Nord Vaudois - Site de Saint-Loup Pompaples,VD,1318,Pompaples,Pompaples,Remettantes,46.6760746,6.5202431
549600022,Adv Constructions,VD,1303,Penthaz,La Rippe,Remettantes,46.592045,6.5393431
549500020,Pressing Central,VD,1305,Penthalaz,Place Centrale 3,Remettantes,46.6096739,6.5249002
549400014,Grudibat-FGS SA,VD,1142,Pampigny,Ch. des Assenges 12,Remettantes,46.5748478,6.4345975
548900004,Bobst SA,VD,1031,Mex VD,En Faraz,Remettantes,46.5664948,6.5497231
548200025,Rudosa Sàrl,VD,1312,Eclépens,ZI les Portettes,Remettantes,46.6525234,6.5296659
548200003,Holcim Suisse S.A.,VD,1312,Eclépens,Zi Les Marais 1,Incinération,46.6547998,6.5446988
548200001,CRIDEC SA,VD,1312,Eclépens,ZI Les Portettes 8,Regroupement,46.6522798,6.5531308
547700069,Electro-Sol SA,VD,1304,Cossonay,Champs-Vionnet 5,Remettantes,46.6192272,6.5074347
545100127,LabPoint Medizinische Laboratorien AG,VD,1580,Avenches,Route de la Plaine 49,Remettantes,46.8894293,7.0422582
542200039,Afiro Produits Stafil,VD,1170,Aubonne,Ch de Clamogne 29,Remettantes,46.4894892,6.3982025
541400197,RailTech SA,VD,1844,Villeneuve,Zone industrielle A 34,Remettantes,46.3880089,6.929116
541400109,Bombardier Transports,VD,1844,Villeneuve,Rte de Pre-Jaquet,Remettantes,46.3902596,6.9293255
541400076,Cartonnages SA Montreux,VD,1844,Villeneuve VD,Zone Industrielle Grammont C,Remettantes,46.3907661,6.9326987
541400026,Miauton SA,VD,1844,Villeneuve VD,Villeneuve VD,Remettantes,46.4101057,6.9694423
541400003,Maspoli S.A.,VD,1844,Villeneuve VD,Rte de Grammont 3,Remettantes,46.3911987,6.9328501
541300047,Del West S.A.,VD,1852,Roche VD,ZI Les Vernes,Remettantes,46.3634426,6.9295108
541200029,Entretien des routes cantonales Est,VD,1847,Rennaz,Les Granges Neuves,Remettantes,46.3776013,6.9236816
541100003,Societe du Telepherique Du,VD,1865,Les Diablerets,Pillon,Remettantes,46.3507001,7.1659581
541000003,Roger Durgnat,VD,1862,Les Mosses,Les Mosses,Remettantes,46.39501,7.10202
540900002,Bonzon SA,VD,1885,Villars-Chesières,Rue Centrale 77,Remettantes,46.3019727,7.0483772
540200122,Transport Publics du Chablais AL-ASD-AOMC-BVB,VD,1880,Aigle,Av. de la Gare 38,Remettantes,46.2535833,7.0083079
540100264,Méc'al Roussy-Echenard Sàrl,VD,1860,Aigle,Rue de la Fontaine 3,Remettantes,46.319638,6.9710285
540100199,Eco & Home,VD,1860,Aigle,Rue du Molage 38,Remettantes,46.3194492,6.9662171
540100105,Garage Daniel Imhof,VD,1860,Aigle,Av des Ormonts 16,Remettantes,46.3174537,6.9738916
540100028,Reitzel (Suisse) SA,VD,1860,Aigle,Rte d'Ollon 14-16,Remettantes,46.3128884,6.966789
540100014,Pressing du Bourg,VD,1860,Aigle,Rue du Bourg 8,Remettantes,46.3184747,6.9688624
540100005,Zwahlen & Mayr SA,VD,1860,Aigle,Ch des Isles,Remettantes,46.301267,6.9553045
531400004,Vanetti SA,TI,6672,Gordevio,Gordevio,Remettantes,46.2289218,8.7568353
528500022,Ruag Aviation,TI,6527,Lodrino,Via Aereoporto,Remettantes,46.2949693,8.9945438
528100120,Lubrimetal AG,TI,6710,Biasca,Via Prada 10,Remettantes,46.3477827,8.9733636
528100088,Moto Bernardini,TI,6710,Biasca,Via Lugano,Remettantes,46.3459478,8.9731492
528100001,HAS Healthcare Advanced Synthesis SA,TI,6710,Biasca,Via Industria 24,Remettantes,46.3417608,8.9736177
526600068,Outils Rubis SA,TI,6855,Stabio,Via Lische,Remettantes,45.8431673,8.9364472
526600004,Cebi Micromotors Switzerland SA,TI,6855,Stabio,Via Cantonale 5,Remettantes,45.8509101,8.9455362
526000081,Cassoni Color SA,TI,6883,Novazzano,Via Casate 12,Remettantes,45.8429949,8.9740473
526000004,Fabbrica Quadranti SA,TI,6863,Besazio,Via Monte San Giorgio 1,Remettantes,45.8725402,8.9490335
526000003,GF Casting Solutions Novazzano SA,TI,6883,Novazzano,Via Resiga 6,Remettantes,45.8384893,8.9967999
525400174,1 H Clean Tapisan SA,TI,6850,Mendrisio,Via Pollini 12,Remettantes,45.8699232,8.9816975
525400155,Sintetica SA,TI,6850,Mendrisio,Via Penate 5,Remettantes,45.876923,8.9816791
525400143,Deconel-Instruments SA,TI,6850,Mendrisio,Piazzale Roncaa 4,Remettantes,45.8642438,8.9736367
525400036,Metallux AG,TI,6850,Mendrisio,Via Moree 12,Remettantes,45.8734876,8.9810041
525400028,GPV SWITZERLAND SA,TI,6850,Mendrisio,Via Pra Mag 6,Remettantes,45.8812658,8.9780283
524200091,Atr Chemicals SA,TI,6828,Balerna,Via Delle Fornaci 4,Remettantes,45.8480251,9.0017311
524200066,Jetpharma SA,TI,6828,Balerna,Via Sottobisio 42a,Remettantes,45.843151,9.0135389
524200040,Cavadini Emiliano,TI,6828,Balerna,Via Tarchini 16,Remettantes,45.8459082,9.0004031
524200002,ECSA Maintenance SA,TI,6828,Balerna,Via Luigi Favre 16,Regroupement,45.8466298,9.0041759
523600027,Intensiv SA,TI,6926,Montagnola,Via Al Molino 107,Remettantes,45.9667847,8.9216794
523100015,Manor Sud S.A.,TI,6943,Vezia,Via San Gottardo 36,Remettantes,46.0264112,8.9375224
522700037,Proparts SA,TI,6807,Taverne,Taverne,Remettantes,46.061624,8.9286755
522700011,Fratelli Roda SA,TI,6807,Taverne,Taverne,Remettantes,46.061624,8.9286755
521000025,Lavanderia SAvoy Ecologica,TI,6902,Paradiso (Lugano),Via San Salvatore 2,Remettantes,45.9924605,8.9449595
520900052,IBSA,TI,6915,PAMBIO-NORANCO,Via del Piano,Remettantes,45.9773632,8.926659
520200014,Micro-Macinazione SA,TI,6995,Molinazzo Di Monteggio,Via Cantonale,Remettantes,45.988642,8.8254283
520200001,Brogioli SA,TI,6998,Monteggio,Via Cantonale 91,Remettantes,45.9932258,8.794244
519900040,Osmopharm SA,TI,6930,Bedano,Via alle fornaci,Remettantes,46.0503902,8.9241601
519900028,Alpex Pharma SA,TI,6805,Mezzovico,Via Cantonale,Remettantes,46.0950337,8.925146
519400004,Rivopharm SA,TI,6928,Manno,Centro Insema,Remettantes,46.0308188,8.9222012
519201169,Tornado Clean Sagl,TI,6900,Lugano,Via Trevano 7,Remettantes,46.0132553,8.954798
519200117,Lavanderia Chimica Silca SA,TI,6900,Lugano,Via Frasca 4,Remettantes,46.0064692,8.9284589
519200062,Lavanderia Chimica Supertec,TI,6900,Lugano / Cassarate,Via Delle Scuole 15,Remettantes,45.9903505,8.9447873
517800022,Micro-Sphere SA,TI,6998,Monteggio,Via cantonale 77,Remettantes,45.9929991,8.7957247
517800013,Faulhaber SA,TI,6980,Croglio,Zona Artigianale 8,Remettantes,45.986249,8.8356305
516200004,Zambon Svizzera SA,TI,6814,Cadempino,Via Industria,Remettantes,46.0354551,8.930446
516200001,PAGANI PENS SA,TI,6814,Cadempino,Via Ponteggia 19,Remettantes,46.0308837,8.9319667
515100112,Bio API SA,TI,6934,Bioggio,Via campagna 26a,Remettantes,46.0095247,8.9091217
515100001,Azienda cantonale dei rifiuti (acr) / Sede amministrativa e infrastrutture,TI,6934,Bioggio,Via Industria 16,Incinération,46.0201474,8.9185769
514700016,Cerbios-Pharma SA,TI,6917,Barbengo,Via Figino 6,Remettantes,45.964801,8.9230171
514100001,Mikron SA Agno,TI,6982,Agno,Via Ginnasio,Remettantes,46.0088043,8.9052327
513100041,1h Clean SA,TI,6598,Tenero,Via alla Brere 8,Remettantes,46.1750312,8.8552744
511500009,Vatema SA,TI,6616,Losone,Via Mezzana 29,Remettantes,46.1682301,8.7620135
511500007,Lavanderia Verbano,TI,6616,Losone,Emmaus 1,Remettantes,46.1643724,8.7681791
511500003,Diamond SA,TI,6616,Losone,Via Dei Patrizi 5,Remettantes,46.1660643,8.7699615
511300243,Auto Chiesa SA,TI,6595,Riazzino,Via Cantonale 38,Remettantes,46.1754899,8.8881729
511300078,"Luigi Laloli ""Ascosec""",TI,6600,Locarno,Via Vallemaggia 45,Remettantes,46.1696335,8.7842463
511200001,Linnea SA,TI,6595,Riazzino,Via Cantonale,Remettantes,46.1756879,8.8886759
501700001,Gnosis Bioresearch SA,TI,6592,S. Antonino,Via Lischedi,Remettantes,46.1560845,8.9635458
500300095,Biorecycling Sagl,TI,6593,Cadenazzo,Via a Ramél 4,Regroupement,46.1557996,8.9362792
500200495,Lagap SA,TI,6503,Bellinzona,Via Riale Righetti 28,Remettantes,46.1969617,9.0099493
500200329,Ribocolor di Adam Ribaudo,TI,6500,Bellinzona,via lucomagno 14,Remettantes,46.2007397,9.0207032
500200147,G. Spaggiari SA,TI,6503,Bellinzona,Via Carrale Pescatori 4,Remettantes,46.2044313,9.0169292
500200066,Dipartimento Finanze Ed Economia,TI,6500,Bellinzona,Via Carmagnola 7,Remettantes,46.2074684,9.0389574
500200055,Lavanderia Linda Giubiasco SA,TI,6500,Bellinzona,Via S. Gottardo 76,Remettantes,46.2030655,9.0351716
500100009,Mancini & Marti SA,TI,6532,Castione,Via Industria,Remettantes,46.2256804,9.041017
494600323,Lungenliga Thurgau,TG,8570,Weinfelden,Bahnhofstrasse 15,Remettantes,47.5687912,9.1065387
494600314,"Blaues Kreuz, Prävention + Gesundheitsförderung Thurgau/Schaffhausen",TG,8570,Weinfelden,Amriswilerstrasse 50,Remettantes,47.5666199,9.1166135
494600295,Prenotec GmbH,TG,8570,Weinfelden,Fichtenstrasse 2,Remettantes,47.5677658,9.0987899
494600100,"KVA Thurgau, Verband KVA Thurgau",TG,8570,Weinfelden,Rüteliholzstrasse 5,Incinération,47.5564649,9.1307537
494600002,Model AG,TG,8570,Weinfelden,Industriestr. 30,Remettantes,47.5614473,9.1036303
494100001,Polygal AG,TG,8560,Märstetten,Weinfelderstrasse 13,Remettantes,47.5828967,9.0636743
489100052,Vebego Services AG,TG,8576,Mauren,Weinfelderstr. 1,Remettantes,47.5643971,9.1530906
489100013,Tierärztliche Klinik Stockrüti AG,TG,8572,Berg,Flurhofstr. 15,Remettantes,47.5799798,9.1772553
484100034,Chäfer-Gruäb Hasler,TG,8505,Pfyn,Austr. 1,Remettantes,47.5951621,8.9671142
483100068,RBI Recycling AG,TG,8555,Müllheim,Heckenmoos 1,Regroupement,47.6089958,9.0269735
482100040,RH Technik GmbH,TG,8536,Hüttwilen,Im Winkel,Remettantes,47.6074996,8.8688014
478600041,BOS Service AG,TG,9535,Wilen b. Wil,Hubstr. 22,Remettantes,47.4545293,9.0370848
478100040,Metallwaren AG Heiterschen,TG,9545,Wängi,Gewerbestrasse 2,Remettantes,47.5022761,8.9405944
478100027,Künzli AG Rosental,TG,9545,Wängi,Obere Au 1,Remettantes,47.4921223,8.9793895
474600010,Schmid Elektronik AG Münchwilen,TG,9542,Münchwilen,Mezikonerstrasse 13,Remettantes,47.4855815,8.9909331
471100083,Fritz Banz,TG,9562,Märwil,Kirchstrasse 14,Remettantes,47.5322635,9.0776377
469600114,Eugenex Biotechnologies GmbH,TG,8274,Tägerwilen,Konstanzerstr. 19,Remettantes,47.6594199,9.1301603
469600095,Swiss Analysis AG,TG,8274,Tägerwilen,Hauptstr. 137d,Remettantes,47.6523537,9.1475514
469600083,Regena AG,TG,8274,Tägerwilen,Poststr. 32-36,Remettantes,47.6556743,9.1402166
469600006,"Politische Gemeinde Tägerwilen, Werkhof",TG,8274,Tägerwilen,Lohstampfestrasse 9,Remettantes,47.6594661,9.1288215
467100111,Herz-Neuro-Zentrum Bodensee AG,TG,8596,Münsterlingen,Spitalstrasse 15,Remettantes,47.6294414,9.2381557
467100010,Rausch AG Kreuzlingen,TG,8280,Kreuzlingen,Bärenstr. 12,Remettantes,47.6444297,9.1742626
467100001,Amcor Flexibles Kreuzlingen AG,TG,8280,Kreuzlingen,Finkernstr. 34,Remettantes,47.6483619,9.1660498
466600008,Mühlethaler Technik AG,TG,8566,Neuwilen,Sägereistr. 19,Remettantes,47.6181543,9.1293031
465600004,Nägeli Swiss AG,TG,8594,Güttingen,Seestr. 4,Remettantes,47.6073036,9.293746
464600064,Sekundarschule Ermatingen,TG,8272,Ermatingen,Fruthwilerstr. 5,Remettantes,47.6687357,9.0807216
464600001,ASA Switzerland AG,TG,8272,Ermatingen,Untere Seestrasse 51,Remettantes,47.6718789,9.0824071
464100013,Hans Fuchs Baugeschäft,TG,8595,Altnau,Bahnhofstr. 20,Remettantes,47.6126711,9.2599968
457100063,Eposint AG,TG,8546,Islikon,Alte Landstr. 67,Remettantes,47.5516023,8.8576232
456600579,Amt für Archäologie,TG,8500,Frauenfeld,Schlossmühlestrasse 15,Remettantes,47.5008067,8.6942096
456600428,Hugelshofer Recycling AG,TG,8500,Frauenfeld,Juchstrasse 45,Regroupement,47.5720725,8.9138271
456600426,Kantonales Laboratorium Thurgau,TG,8510,Frauenfeld,Spannerstr. 20,Remettantes,47.5568788,8.9018144
456600378,Motor Tuning,TG,8500,Frauenfeld,Thurstr. 10,Remettantes,47.5614911,8.8913651
456600150,Tricycling Mittelthurgau AG und RAZ Frauenfeld,TG,8500,Frauenfeld,Juchstrasse 37 und 45,Remettantes,47.571321,8.9116344
456600077,Müller Gleisbau AG,TG,8500,Frauenfeld,Langfeldstr. 94,Remettantes,47.5686295,8.9128291
456600054,Amacker + Schmid AG,TG,8500,Frauenfeld,Oberwiesenstr.92,Remettantes,47.5576308,8.8772133
456600023,Baumer Electric AG,TG,8501,Frauenfeld,Hummelstr. 17,Remettantes,47.5643275,8.8829112
456600010,Tiefbauamt des Kantons Thurgau,TG,8500,Frauenfeld,Zürcherstrasse 349,Remettantes,47.567953,8.9153255
456600004,SIGG Switzerland AG,TG,8500,Frauenfeld,Walzmühlestrasse 62,Remettantes,47.5450036,8.8938592
455100141,Aadorf Apotheke-Drogerie,TG,8355,Aadorf,Bahnhofstr. 8,Remettantes,47.4896751,8.9003939
455100111,C. Züger Chemische Produkte,TG,8355,Aadorf,Wängistr. 6,Remettantes,47.486643,8.9075789
455100025,Kifa AG,TG,8355,Aadorf,Châtelstr. 5,Remettantes,47.4901163,8.9010757
455100001,Halag Chemie AG,TG,8355,Aadorf,Weiernstr. 30,Remettantes,47.4995163,8.8996689
450600046,FMG Verfahrenstechnik AG,TG,8583,Sulgen,Leimackerstrasse 10,Remettantes,47.5460068,9.1833209
450600028,Belimed Sauter AG,TG,8583,Sulgen,Zelgstr. 8,Remettantes,47.539573,9.1763542
450100022,Humbel Zahnräder AG,TG,9214,Kradolf,Oberfeldstr. 9,Remettantes,47.5232064,9.2051217
450100011,Kaufmann Oberholzer Schönenberg AG,TG,9215,Schönenberg,Feldstrasse 6 / Postfach,Remettantes,47.5186099,9.1993225
447100177,"Künzle Automobile AG, Zweigniederlassung Bischofszell",TG,9220,Bischofszell,Steigstrasse 8,Remettantes,47.4919867,9.2442797
447100159,Tierklinik Lindenhof,TG,9220,Bischofszell,Oberegg 673,Remettantes,47.5072454,9.2817434
447100017,Naturex AG,TG,9220,Bischofszell,Industriestr. 8,Remettantes,47.5019004,9.2370835
447100003,Bischofszell Nahrungsmittel AG,TG,9220,Bischofszell,Industriestrasse 1,Remettantes,47.4993983,9.2343082
